id,sentiment,review
12456_3,0,"Apparently Shakespeare equals high brow which equals in turn a bunch of folks not seeing something for what it really is. At one point in this film, someone (I believe Pacino's producer) warns him that film is getting off track, that it was once about how the masses think about Shakespeare through the vehicle of RICHARD III. Instead he decides to shoot a chopped up play with random comments sprinkled throughout. Some scenes seemed to be included as home movies for Al (was there really ANY reason for the quick visit to Shakespeare's birthplace, other than for a laugh about something unexpected which happens there?), and, before the film has really even begun, we are treated to seeing Al prance around and act cute and funny for the camera. I thought his silly act with Kay near the end of GODFATHER III with the knife to his throat was AN ACT - but apparently it's how Al really behaves in person.<br /><br />Enough rambling. Here's a shotgun smattering of why I didn't even make it 3/4 of the way through this: 1) pretentious - Al always knows when the camera is on him, whether he's acting as Richard or in a 'real' conversation with someone - you can see it in the corner of his eyes, also, some of the actors around the rehearsal table become untethered and wax hammy to the extreme. If anyone reading this has ever spent any time with an group of actors and has witnessed this kind of thing from the outside, it's unbearable. \Look at me, chewing all the scenery!\"" 2) Winona Ryder. When she appears as Lady Anne, this film comes to a screeching halt, which it never recovers from. She has nothing to add in the discussion scenes but the camera lingers on her to bring in the kiddoes. Her performance is dreadful, to boot. 3) the only things you really learn from this are told to you by the very scholars the filmmakers are trying to keep out of the picture. Of course, you also learn that Pacino shouldn't be directing films (or doing Richard in the first place). I'd rather watch BOBBY DEERFIELD than this.<br /><br />Lastly, read the play and learn it for yourself. Go out and see it performed. In 1997 I saw the play performed at the University of Washington Ethnic Cultural Theater, and it made what we see in this film seem like high school drama (except for the gratuitous throat slashing of Clarence! My God! Was that necessary?!)<br /><br />It's all just a bunch of sound and fury, signifying nada."""
8391_1,0,"Well...now that I know where Rob Zombie stole the title for his \House of 1,000 Corpses\"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in \""The House of Seven Corpses,\"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like \""Satan's School for Girls\"" (catchy title; made-for-TV production values; intriguing plot) crossed with \""Children Shouldn't Play With Dead Things\"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. \""The House of Seven Corpses\"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second..."""
7450_9,1,"This is the best of Shelley Duvall's high-quality \Faerie Tale Theatre\"" series. The ugly stepsisters are broadway-quality comedy relief, and Eve Arden is the personification of wicked stepmotherhood. Jennifer Beals does an excellent job as a straight Cinderella, especially in the garden scene with Matthew Broderick's Prince Charming. Jean Stapleton plays the fairy godmother well, although I'm not sure I liked the \""southern lady\"" characterization with some of the lines. Steve Martin's comedy relief as the Royal Orchestra Conductor is quintessential Martin, but a tiny bit misplaced in the show's flow.<br /><br />As is customary with the series, there are several wry comments thrown in for the older children (ages 15 and up). With a couple of small bumps, the show flows well, and they live happily ever after. Children up to age 8 will continue to watch it after the parents finally get tired of it -- I found 3 times in one day to be a little too much."""
1789_3,0,"Although I have enjoyed Bing Crosby in other movies, I find this movie to be particularly grating. Maybe because I'm from a different era and a different country, but I found Crosby's continual references to the Good Old USA pleasant at first, trite after a while and then finally annoying. Don't get me wrong - I'm not anti-American whatsoever - but it seemed that the English could do no right and/or needed this brave, oh so smart American visitor to show them the way. It's a \fish out of water\"" story, but unlike most movies of this sort, this time it's the \""fish\"" who has the upper hand. To be fair to both myself and the movie, I have watched it a few times spaced over a few years and get the same impression each time.<br /><br />(I watched another Crosby movie last night - The Emperor's Waltz - and that, too, produced the same reaction in me. And to my surprise even my wife - who for what's it's worth is American - found the \""in your face\"" attitude of American Crosby to be irritating. One too many references to Teddy Roosevelt, as she put it.) <br /><br />As for the premise of the movie, it's unique enough for its day and the supporting cast is of course very good. The scenery and the music is also good, as are the great costumes - although I agree with a previous reviewer that the wig on William Bendix looks horrid (picture Moe of The Three Stooges).<br /><br />All in all for me this would be a much more enjoyable picture without the attitude of Bing Crosby but because he is in virtually every shot it's pretty hard to sit through this movie."""
5123_2,0,"It's interesting how 90% of the high-vote reviews are all comprised of \*random username*\"" from \""United States\"" (no state pride??) who all say more or less the exact same thing with the exact same grammatical style and all with the exact same complete lack of taste in movies. I would delve further into this suspicious trend, but alas, this is a review of the movie, and not the reviews themselves.<br /><br />Let me start by saying that I am both a Christian and a true avid movie fan. This means I have seen a great many movies, from good to bad, and can wholeheartedly claim that Facing The Giants is, in fact, NOT a good movie. It has good intentions, but fails to meet many (if any) basic standards that I associate with a quality filmgoing experience.<br /><br />The Acting: Mostly Terrible, Palatable At Best. Hearing that most were apparently volunteers does not at all surprise me.<br /><br />The Dialogue: Clumsy, cheesy, the script comes off as a long version of some cheesy skit you'd see performed in Sunday School or youth group function. The Rave Review Robots revel in the absence of \""meaningless words\"", but the cold hard truth is that such words are a part of the real world, and the complete absence of it is palpable. Let's just say the mean ol' head coach of a team in a State Championship game would have a lot more to say than \""OH NO!\"" when things are not going his way.<br /><br />The Plot: Mind-bogglingly predictable. It has been commented that this movie is \""not a Hollywood cliché\"", and yet it's like it was pulled directly from Making An Underdog Sports Movie For Dummies (including the mandatory quasi-romantic subplot for the ladies) and just had a Christian-themed coat of paint slapped on it. I'm not lying or bragging when I say I had almost every major detail in both the plot and subplot pegged immediately upon their inception. Only someone who has never seen a decent sports movie in their whole life would be emotionally stirred by the story presented here.<br /><br />The Directing/Editing: It, too, was patterned almost exactly after the generic Underdog Sports Movie template. Still, acting aside, there weren't many noticeable goofs, so at least Facing The Giants was technically competent.<br /><br />The Message: Ask Jesus and He will grant all your wishes. Part of me hoped that this movie would end in the team's eventual defeat to really emphasize the whole \""If we lose, we praise You\"" part, because in the Real World, you WILL fail at one point or another and it's good to be prepared for that. But in the world of Facing The Giants, if you fail, clearly someone either screwed up or is cheating. Another interesting question being, what if the Eagles came across another team that had gotten religion? Would they be caught in an endless loop of miraculous plays and last-minute saves, or would the universe simply have exploded? <br /><br />The Bottom Line: For the hardcore conservative Christian Parents crowd lamenting the evils of Hollywood, Facing The Giants will be another mediocre-at-best Christian film to hold up on a pedestal as the preferred model for modern film-making. For everyone else, the effects will range from boredom to a burning desire to be watching something else. And a warning: Any attempt to show this to non-Christians will lead not to conversion, but to derision. I give this two stars, one for the one scene that did not have me rolling my eyes, and another for basic technical proficiency on a low budget."""
11698_3,0,This move reminded my of Tales from the Crypt Keeper. It has the same sort of idea of people get what they deserve. I think that's always the them in a Crypt story. The same goes for the bad acting. Very bad acting. I enjoyed the movie knowing that most people didn't like it and I wasn't expecting much. Whenever I watch a stephen King movie I don't expect much because all his movies are awful compared to the genius of his novels. I have read The Shining and Carrie and they were great books. I love how Carrie played out like it was a true story and the whole book is a bunch of reports and theories and such. It was so good. But I noticed that both of the novels were nothing like the movies. The endings were very different then the movie versions. I assume from those two novels that all of his novels are changed greatly and the endings are always cheesy. I ending of Thinner is the worst. So Cheesy. I want to read the book to find out the real ending. I suggest everyone who intends to read stephen King's novels to watch his movies before hand so that you may compare. And that way you will be greatly satisfied in the book. I intend on doing so with all his novels that were made into movies. I'm sure if they were made into movies they were real good books... and the screenplay went terribly wrong.
6762_9,1,"At first glance, it would seem natural to compare Where the Sidewalk Ends with Laura. Both have noirish qualities, both were directed by Otto Preminger, and both star Dana Andrews and Gene Tierney. But that's where most of the comparisons end. Laura dealt with posh, sophisticated people with means who just happen to find themselves mixed-up in a murder. Where the Sidewalk Ends is set in a completely different strata. These are people with barely two nickels to rub together who are more accustomed to seeing the underbelly of society than going to fancy dress parties. Where the Sidewalk ends is a gritty film filled with desperate people who solve their problems with their fists or some other weapon. Small-time hoods are a dime-a-dozen and cops routinely beat confessions out of the crooks. Getting caught-up in a murder investigation seems as natural as breathing.<br /><br />While I haven't seen his entire body of work, based on what I have seen, Dana Andrews gives one of his best performances as the beat-down cop, Det. Sgt. Mark Dixon. He's the kind of cop who is used to roughing up the local hoods if it gets him information or a confession. One night, he goes too far and accidentally kills a man. He does his best to cover it up. But things get complicated when he falls for the dead man's wife, Morgan Taylor (Tierney), whose father becomes suspect number one in the murder case. As Morgan's father means the world to her, Dixon's got to do what he can to clear the old man without implicating himself.<br /><br />Technically, Where the Sidewalk Ends is outstanding. Besides the terrific performance from Andrews, the movie features the always delightful Tierney. She has a quality that can make even the bleakest of moments seem brighter. The rest of the cast is just as solid with Tom Tully as the wrongly accused father being a real standout. Beyond the acting, the direction, sets, lighting, and cinematography are all top-notch. Overall, it's an amazingly well made film.<br /><br />If I have one complaint (and admittedly it's a very, very minor quibble) it's that Tierney is almost too perfect for the role and her surroundings. It's a little difficult to believe that a woman like that could find herself mixed-up with some of these unsavory characters. It's not really her fault, it's just the way Tierney comes across. She seems a little too beautiful, polished, and delicate for the part. But, her gentle, kind, trusting nature add a sense of needed realism to her portrayal."
9867_1,0,"Saw a screener of this before last year's Award season, didn't really know why they gave them out after the voting had ended, but whatever, maybe for exposure, at the least, but the movie was a convoluted mess. Sure, some parts were funny in a black humor kind of way, but none of the characters felt very real to me at all. There was not one person that I could connect with, and I think that is where it failed for me. Sure, the plot is somewhat interesting and very subversive towards Scientology, WOW! What a grand idea...let's see if that already hasn't been mined to the point of futility. The whole ordeal feels fake, from the lighting, the casting, the screenplay to the horrible visual effects(which is supposed to be intentional, I can tell, and so can everyone else, no one is laughing with you though). Anyways, I hope it makes it out for sale on DVD at least, I wouldn't want a project that a lot of people obviously put a lot of effort into get completely unnoticed. But it's tripe either way. Boring tripe at that."
12058_4,0,"Repugnant Bronson thriller. Unfortunately, it's technically good and I gave it 4/10, but it's so utterly vile that it would be inconceivable to call it \entertainment\"". Far more disturbing than a typical slasher film."""
3974_4,0,"I do agree with everything Calamine has said! And I don't always agree with people, but what Calamine has said is very true, it is time for the girls to move on to better roles. I would like to see them succeed very much as they were a very inspirational pair growing up and I would like to see them grow as people, actresses and in their career as well as their personal life. So producers, please give the girls a chance to develop something that goes off the tangent a bit, move them into a new direction that recognises them individually and their talents in many facets. This movie that is being commented is not too bad, but as I have seen further on in their movies, their movies stay the same of typical plot and typography. When In Rome is good for audiences of younger generation but the adults who were kids when the twins were babies want to follow the twins in their successes and so hence I think we adults would like to see them make movies of different kinds, maybe some that are like the sixth sense, the hour, chocolat, that sort of movie - not saying to have just serious movies for them, humour ones too yes, but rather see them in different roles to what they have been playing in their more recent movies like this one and New York Minute. (Note: I am from Australia so excuse my weird spelling like reognise with the s instead of z)"
6885_1,0,"...in an otherwise ghastly, misbegotten, would-be Oedipal comedy.<br /><br />I was the lone victim at a 7:20 screening tonight (3 days after the movie opened) , so there is some satisfaction in knowing that moviegoers heeded warnings.<br /><br />The bloom is off Jon Heder's rose. The emerging double chin isn't his fault; but rehashing his geeky kid shtick in another bad wig simply isn't working. It would be another crime if this were to be Eli Wallach's last screen appearance. Diane Keaton will probably survive having taken this paycheck - basically because so few will have seen her in this, the very worst vehicle she's chosen in the last few weeks.<br /><br />Sitting alone in the theater tonight I came alive (laughed, even) whenever Daniels was given the latitude in which to deliver the film's sole three dimensional character. He really is among our very best actors.<br /><br />In summary, even Jeff Daniels's work can't redeem this picture."
2951_8,1,"Yeah, it's a chick flick and it moves kinda slow, but it's actually pretty good - and I consider myself a manly man. You gotta love Judy Davis, no matter what she's in, and the girl who plays her daughter gives a natural, convincing performance.<br /><br />The scenery of the small, coastal summer spot is beautiful and plays well with the major theme of the movie. The unknown (at least unknown to me) actors and actresses lend a realism to the movie that draws you in and keeps your attention. Overall, I give it an 8/10. Go see it."
6252_10,1,"This film has got to be ranked as one of the most disturbing and arresting films in years. It is one of the few films, perhaps the only one, that actually gave me shivers: not even Pasolini´s Sálo, to which this film bears comparison, affected me like that. I saw echoes in the film from filmmakers like Pasolini, Fassbinder and others. I had to ask myself, what was it about the film that made me feel like I did? I think the answer would be that I was watching a horror film, but one that defies or even reverses the conventions of said genre. Typically, in a horror film, horrible and frightening things will happen, but on the margins of civilized society: abandoned houses, deserted hotels, castles, churchyards, morgues etc. This handling of the subject in horror is, I think, a sort of defence mechanism, a principle of darkness and opacity functioning as a sort of projective space for the desires and fears of the viewer. So, from this perspective, Hundstage is not a horror film; it takes place in a perfectly normal society, and so doesn´t dabble in the histrionics of the horror film. But what you see is the displacement of certain key thematics from the horror genre, especially concerning the body and its violation, the stages of fright and torture it can be put through. What Seidl does is to use the settings of an everyday, middle class society as a stage on which is relayed a repetitious play of sexual aggression, loneliness, lack and violation of intimacy and integrity: precisely the themes you would find in horror, but subjected to a principle of light and transparency from which there is no escape. It is precisely within this displacement that the power of Seidl´s film resides. Hundstage deals with these matters as a function of the everyday, displays them in quotidian repetition, rather than as sites of extremity and catharsis - a move you would encounter in said horror genre. One important point of reference here is Rainer Werner Fassbinder. Fassbinder also had a way of blending the political with the personal in his films, a tactics of the melodrama that allowed him to deal in a serious and even moral way with political issues like racism, domination, desire, questions concerning ownership, sexual property and control, fascism and capitalism etc. Seidl´s tactic of making the mechanisms of everyday society the subject of his film puts him in close proximity with Fassbinder; like this German ally, he has a sort of political vision of society that he feels it is his responsibility to put forward in his films. During a seminar at the Gothenburg Film Festival this year, at which Seidl was a guest, he was asked why he would have so many instances of violated, subjugated women in Hundstage, but no instances of a woman fighting back, liberating herself. Seidl replied that some may view it as immoral to show violence against women, but that he himself felt it would be immoral not to show it. An artistic statement as good as any, I think. Thank you."
